custom_id,hit_id,row_id,source,Title,hit_text,context_idx,count_hits,count_unique_entities,context_window
media-frame-4a9aa19e430fd2ab,4a9aa19e430fd2ab,9,Antispiegel,Sogar der Spiegel zieht nun eine negative Bilanz von Merkels „Wir schaffen das“,Spiegel,4,1,1,"Bildung: Deutsche Sprache, schwere Sprache Das Kapitel über Bildung ist daher vorhersehbar düster. Als Einzelfall berichtet der Spiegel hier in der Einleitung nicht über einen Flüchtling, sondern über eine Frau, die Ausländern Deutsch beibringen soll. Das Kapitel ist niederschmetternd."
media-frame-ec78d931eb881a05,ec78d931eb881a05,9,Antispiegel,Sogar der Spiegel zieht nun eine negative Bilanz von Merkels „Wir schaffen das“,Spiegel,5,1,1,"Hinzu kommt das schlechte Schulsystem in Deutschland, das mit der Situation überfordert ist. Den Unwillen vieler Migranten, sich in Deutschland zu integrieren, zeigen die Grafiken in dem Spiegel-Artikel anschaulich. Dort werden die schulischen Leistungen in Lesen und Mathe von Kindern ohne Migrationshintergrund (also Deutschen) mit Kindern, die in zweiter Generation in Deutschland leben und Kindern, die in erster Generation in Deutschland leben, verglichen."
media-frame-5bd41363120feb0e,5bd41363120feb0e,9,Antispiegel,Sogar der Spiegel zieht nun eine negative Bilanz von Merkels „Wir schaffen das“,Spiegel,6,4,1,"IV. Sicherheit: Zu viele junge Männer, zu viele Delikte Dieses traurige Kapitel beginnt der Spiegel ganz ohne emotionales Einzelschicksal. Und auch der Rest ist schnell erzählt, denn der Spiegel berichtet das, was der Anti-Spiegel schon lange berichtet hat: Laut Kriminalstatistik sind Migranten weit überproportional straffällig. Ausländer machen 15 Prozent der Menschen in Deutschland aus, auf sie entfallen aber 43 Prozent der Straftaten. Das schreibt nun also der Spiegel mal. Und wir erfahren auch: „In Relation zu ihrem Anteil an der Bevölkerung gesehen begehen Afghanen, Iraker, Marokkaner und Syrer die meisten Straftaten in diesem Bereich.“ Ansonsten ist das Kapitel über Sicherheit nicht allzu lesenswert."
media-frame-633f65879018f5d5,633f65879018f5d5,9,Antispiegel,Sogar der Spiegel zieht nun eine negative Bilanz von Merkels „Wir schaffen das“,Spiegel,7,1,1,"Die Flüchtlinge seien ja traumatisiert, trotz der Zahlen werde ja nur ein kleiner Teil der Flüchtlinge straffällig, Migranten würden angeblich eher angezeigt als Deutsche und so weiter und so fort. Fazit Man kann das Fazit sowohl des Spiegel-Artikels als auch der von Merkel initiierten Massenmigration sehr kurz zusammenfassen: Merkel hat es geschafft, Deutschland abzuschaffen. Thilo Sarrazin war in seinem 2010 erschienenen Buch „Deutschland schafft sich ab“ zu optimistisch, denn das, wovor er damals gewarnt hat, ist dank Merkel viel schneller eingetreten."
media-frame-bbeecc0c5994f897,bbeecc0c5994f897,18,Antispiegel,Treffen von Trump und Putin zur Ukraine schon nächste Woche möglich,Spiegel,1,1,1,"Darüber, ob auch Selensky an dem Treffen teilnehmen könnte, hat Uschakow sich nicht geäußert. Am Abend wird es auf dem Anti-Spiegel mehr Details geben."
media-frame-b96f06d94dd5cac3,b96f06d94dd5cac3,19,Antispiegel,Die US-Zölle gegen Indien lassen die großen BRICS-Staaten enger zusammenrücken,Reuters,1,1,1,"So kämpfen die USA beispielsweise seit Jahren darum, Russland, den bisher wichtigsten Waffenlieferanten Indiens, zu verdrängen und Indien zum Kunden von US-Rüstungskonzernen zu machen. Als Reaktion auf Trumps Zolldrohung hat die indische Regierung am Freitag laut Reuters alle Waffenkäufe aus den USA und auch die Verhandlungen über weitere Käufe von Flugabwehrraketen, Flugzeugen und anderem unterbrochen und der indische Verteidigungsminister sagte eine geplante Reise nach Washington ab. Die Verhandlungen könnten wieder aufgenommen werden, wenn Klarheit über die Lage bei den Zöllen herrsche, hieß es aus Indien."
media-frame-85baffd77507f424,85baffd77507f424,19,Antispiegel,Die US-Zölle gegen Indien lassen die großen BRICS-Staaten enger zusammenrücken,Reuters,2,1,1,"Auch Brasilien wehrt sich Auch Brasilien wehrt sich gegen Trumps Zölle und strebt eine gemeinsame Reaktion innerhalb der BRICS an. Der brasilianische Präsident Lula da Silva will geeint mit den BRICS-Staaten gegen die Zollpolitik von US-Präsident Donald Trump vorgehen, sagte er Reuters am Mittwoch: „Ich werde versuchen, mit ihnen zu besprechen, wie es jedem einzelnen in dieser Situation geht, welche Auswirkungen dies für jedes Land hat, damit wir eine Entscheidung treffen können.“ Der außenpolitische Berater des brasilianischen Präsidenten erklärte einen Tag später, Lula da Silva beabsichtige, Telefongespräche mit dem indischen Premierminister Modi und später mit dem chinesischen Präsidenten Xi Jinping zu führen, um eine mögliche gemeinsame Reaktion der BRICS-Staaten auf die Maßnahmen der US-Regierung zu erörtern, die Länder wegen der Festigung ihrer Handelsbeziehungen mit Russland bedroht. Verhandlungen zwischen den BRICS-Staaten seien wichtig, „insbesondere zwischen den dreien, denen wegen des Handels mit Russland zusätzliche Sanktionen drohen.“ Die BRICS rücken zusammen Das zeigt, dass meine Vermutungen, die BRICS würden sich von Trumps Drohungen nicht aus der Ruhe bringen lassen, berechtigt waren."
media-frame-54c721d747365f5c,54c721d747365f5c,25,Antispiegel,Am 8. August 2008 begann Georgien den Kaukasuskrieg,Spiegel,1,1,1,"Der Kaukasuskrieg von 2008 wird vom Westen bis heute als Beleg für die angebliche russische Aggressivität angeführt, obwohl ein Untersuchungsbericht der EU schon im September 2009 feststellte, dass der Aggressor Georgien gewesen ist, das das Gebiet völkerrechtswidrig angegriffen hat, während Russlands anschließende Reaktion vom Völkerrecht gedeckt war. Darüber berichte ich, seit ich den Anti-Spiegel 2018 eröffnet habe, weil das eines der vielen Beispiele ist, die anschaulich zeigen, wie sehr Medien und Politiker im Westen lügen, wenn es um Russland geht. Aus Anlass des Jahrestages der Ereignisse hat die russische Nachrichtenagentur TASS am Freitag an den kurzen Krieg erinnert und in einem Artikel die Chronologie der Ereignisse aufgeführt."
media-frame-882c4a6a46f04aa1,882c4a6a46f04aa1,27,Antispiegel,"Warum das Washingtoner Abkommen zwischen Armenien und Aserbaidschan gegen Russland, China und dem Iran gerichtet ist",Spiegel,1,4,1,"Der armenische Ministerpräsident Paschinjan ist sogar offiziell im Urlaub, weshalb die Überraschung seiner Landsleute, dass er plötzlich in Washington ist und ein Abkommen mit Aserbaidschan abschließt, groß sein dürfte. Da in Deutschland kaum jemand weiß, worum es dabei geht, war auch der Spiegel-Artikel über die Einigung, der die Überschrift „Treffen im Weißen Haus – Nach Trump benannte Transitroute soll Konflikt zwischen Armenien und Aserbaidschan entschärfen“ trug, recht kurz, weil wahrscheinlich auch in der Spiegel-Redaktion niemand weiß, was die Einigung bedeutet und welche Auswirkungen sie haben kann. Man erfährt in dem Spiegel-Artikel nur, dass eine „Transitstrecke“, die „durch den südlichen Teil Armeniens führen soll“, nun „Trump Route for International Peace and Prosperity“ (TRIPP) genannt werden soll. Und man erfährt, dass „die sogenannte Minsk-Gruppe der OSZE aufgelöst werden“ soll, die bislang im Streit über Bergkarabach vermitteln sollte und von Russland, den USA und Frankreich geführt wurde. Dann schreibt der Spiegel noch: „Mit der jetzigen Vereinbarung könnten die USA ihren Einfluss in der Region deutlich steigern.“ Das ist stark untertrieben formuliert, denn die USA haben damit einen großen Sieg im Kampf um Einfluss im Kaukasus erreicht, weil das Abkommen zwischen Armenien und Aserbaidschan de facto gegen die Interessen Russlands, Chinas und des Iran gerichtet ist und das Potenzial hat, die drei Länder teilweise empfindlich zu treffen. Ich werde in diesem Artikel all die Hintergründe dazu erklären."
media-frame-8b342e71099a32fe,8b342e71099a32fe,30,Antispiegel,"Deutschland legitimiert Extremisten im Ausland, delegitimiert aber die Demokratie im Inland",Politico,1,1,1,"Anfang Januar 2025, kurz nach dem Machtantritt dieses neuen „Diverjihad“-Regimes, gehörte Deutschlands damalige Außenministerin Annalena Baerbock zu den ersten westlichen Diplomaten, die zur Legitimierung von Syriens neuem Führer al-Sharaa nach Damaskus eilten – zu einem ehemaligen Kommandeur des IS und der al-Qaida, dessen zehn Millionen Dollar Kopfgeld erst wenige Wochen zuvor von der Regierung von Joe Biden gestrichen worden war. Zwar sagte Baerbock: „Wir müssen uns immer wieder bewusst machen, dass es sich hierbei um eine Terrormiliz handelt“, doch berichtete Politico auch, dass sie die Versprechen der Terror-Miliz, „alle Akteure“ in den Übergangsprozess einzubeziehen, mit „klingt bisher gut“ beschrieb. Und siehe da, dieses neue „Diverjihad“-Regime ist so „divers“ und „inklusiv“ gegenüber „allen Akteuren“, dass es sich prompt wie die „Terror-Miliz“ verhielt, von der Baerbock genau wusste, dass sie es war."
media-frame-af7568a279204bf7,af7568a279204bf7,30,Antispiegel,"Deutschland legitimiert Extremisten im Ausland, delegitimiert aber die Demokratie im Inland",Bild-Zeitung,2,1,1,"Mai bei seinem ersten Versuch, zum Kanzler gewählt zu werden, in einer Abstimmung, die eigentlich reine Formsache hätte sein sollen, scheiterte. Dies sei „ein beispielloses Scheitern in der modernen deutschen Geschichte“, das laut einer Umfrage der BILD-Zeitung 51 Prozent der Deutschen überzeugt, es werde „der AfD nutzen“, und 57 Prozent als „Makel“ betrachten, der das Ansehen von Merz für den Rest seiner Amtszeit beflecken wird. Wie dem auch sei: Angesichts des Maßes an Verfolgung, dem politische Andersdenkende in Deutschland ausgesetzt sind, ist eine solche vorläufige Aussetzung der Maßnahmen gegen die einzige bedeutende Oppositionskraft im Bundestag nur ein schwacher Trost."
media-frame-3ecf2ceced639bef,3ecf2ceced639bef,30,Antispiegel,"Deutschland legitimiert Extremisten im Ausland, delegitimiert aber die Demokratie im Inland",Euronews,3,2,1,"In einer anarcho-tyrannischen Bananenrepublik mag die Antwort vielleicht „Ja“ lauten, aber nicht in einem Land, das bereits unter Nationalsozialismus und Kommunismus gelitten hat, zwei Regime, die dafür bekannt waren, politische Abweichler brutal zu verfolgen, und das von sich behauptet, aus der Vergangenheit gelernt zu haben und sich rühmt, ein Leuchtturm der Demokratie zu sein. Leider veröffentlichte Euronews in den letzten Tagen vor Fertigstellung dieses Essays einen Bericht über Pläne der SPD, ein AfD-Verbot anzustreben. Offenbar sei ein AfD-Verbot „seit Monaten ein zentrales Gesprächsthema unter Abgeordneten – bis hinauf in die Parteispitze“. Euronews zitiert den Historiker Andreas Rödder, der als einer der wichtigsten Intellektuellen innerhalb der CDU gilt: „Die deutsche Linke sollte sehr genau überlegen, was sie tut und welche Folgen das für die liberale Demokratie hat.“ Rödder geht sogar so weit, die Möglichkeit eines „Bürgerkriegs“ ins Spiel zu bringen. Obwohl eugyppius die Möglichkeit eines solchen legalen Staatsstreichs durch institutionelle Vereinnahmung durchaus ernst nimmt, ist er weniger davon überzeugt, dass „Bürgerkrieg“ droht, als vielmehr von einer zunehmenden juristischen Kriegsführung gegen die Rechte, sodass er eines Tages in einer „weichen sozialistischen Diktatur“ aufwacht."
media-frame-d753321b3991023a,d753321b3991023a,32,Antispiegel,Worum es bei dem Streit im texanischen Parlament um den Zuschnitt der Wahlkreise geht,Politico,1,3,1,"Dieser Oligarch und Gouverneur hat also eine alte Rechnung mit seinem texanischen Kollegen Abbott offen. Laut Politico warf der Texaner 2022 „eine politische Granate in Pritzkers Hinterhof, indem er Hunderte (illegale) Migranten ohne einen Cent in der Tasche nach Chicago schickte – und das sogar, ohne die Regierung des anderen US-Staates vorher zu warnen.“ Später, so Politico, „schickte Abbott fast 120.000 Migranten in die ‚blauen‘ US-Bundesstaaten im ganzen Land, darunter über 51.000 nach Illinois.“ Das geschah unter der demokratischen Regierung von Joe Biden, die laut den „Roten“ den Zustrom illegaler Einwanderer nach Texas und in andere Grenzstaaten zuließ. Nun ist die Vergeltung offenbar – in Form eines Zufluchtsortes für texanische Dissidenten in Illinois – gekommen. Bemerkenswert ist auch, dass sowohl Abbott (67) als auch Pritzker (60) als politische Schwergewichte ihrer Parteien und potenzielle Anwärter für die Präsidentschaftswahl 2028 gelten. Wie Politico schreibt, “erhöhen beide im aktuellen Kampf mit Blick auf das Jahr 2028 ihre Sichtbarkeit auf der nationalen Bühne und präsentieren sich als kompromisslose Kämpfer in einer Zeit, in der die Wählerbasis beider Parteien eine Konfrontation mit der anderen Seite fordert”. Der Kampf in Texas ist also nicht nur ein Auftakt zu den Zwischenwahlen zum US-Kongress im nächsten Jahr, sondern auch eine Fokussierung auf weiter entfernte und größere politische Ziele."
media-frame-7d9cdfa283374776,7d9cdfa283374776,36,Antispiegel,Mit welchen Tricks Selensky und die Europäer eine Einigung verhindern wollen,Spiegel,1,1,1,"Wir betrachten die EU-Mitgliedschaft als Teil der Sicherheitsgarantien.“ Damit Selensky hat, offenbar in Absprache mit von der Leyen, die Idee aufgeworfen, dass die Ukraine im Falle eines Friedens sofort EU-Mitglied wird. Der Grund ist Lesern des Anti-Spiegel bekannt, denn die EU hat im Lissaboner Vertrag von 2007 quasi nebenbei festgelegt, dass sie auch ein Militärbündnis ist. Das wurde in Artikel 42 Absatz 7 des Vertrages versteckt, die Details können Sie hier nachlesen."
media-frame-b9e5b3d61aee11de,b9e5b3d61aee11de,42,Antispiegel,Der Spiegel und „Trumps Märchen von der Obama-Verschwörung“,Spiegel,1,1,1,"Der Spiegel und „Trumps Märchen von der Obama-Verschwörung“. Wie gleichgeschaltet die deutschen Medien sind, kann man der Geschichte um „Russiagate“, also der Geschichte um die angebliche Einmischung Russlands in die US-Wahlen 2016, hervorragend sehen."
